date_utc,n_comments_total,share_short,share_medium,share_long,date,event_time_t
2023-04-09,32021,0.4598544705037319,0.32219480965616315,0.21795071984010492,2023-04-09,130
2023-04-10,36364,0.4468430315696843,0.3232317676823232,0.22992520074799253,2023-04-10,131
2023-04-11,36846,0.45182652119633065,0.3140639418118656,0.23410953699180373,2023-04-11,132
2023-04-12,38189,0.46790960747859334,0.3112676425148603,0.2208227500065464,2023-04-12,133
2023-04-13,40288,0.4613780778395552,0.32180798252581416,0.21681393963463066,2023-04-13,134
2023-04-14,42143,0.4533374463137413,0.3173480767861804,0.2293144769000783,2023-04-14,135
2023-04-15,29243,0.45614335054542965,0.3131689635126355,0.2306876859419348,2023-04-15,136
2023-04-16,32850,0.4828919330289193,0.3070928462709285,0.21001522070015222,2023-04-16,137
2023-04-17,37651,0.4653528458739476,0.3201242994873974,0.214522854638655,2023-04-17,138
2023-04-18,40988,0.45627988679613546,0.3178491265736313,0.22587098663023325,2023-04-18,139
2023-04-19,39863,0.44718159696962095,0.3198705566565487,0.23294784637383037,2023-04-19,140
2023-04-20,40107,0.4382526740967911,0.32238761313486425,0.23935971276834467,2023-04-20,141
2023-04-21,41235,0.4532557293561295,0.31984964229416757,0.22689462834970292,2023-04-21,142
2023-04-22,31059,0.47329276538201487,0.312051257284523,0.21465597733346212,2023-04-22,143
2023-04-23,35003,0.4594749021512442,0.31348741536439734,0.2270376824843585,2023-04-23,144
2023-04-24,35950,0.45101529902642556,0.31863699582753824,0.23034770514603617,2023-04-24,145
2023-04-25,48953,0.4451208301840541,0.3223704369497273,0.23250873286621862,2023-04-25,146
2023-04-26,45210,0.45958858659588586,0.31696527316965273,0.2234461402344614,2023-04-26,147
2023-04-27,39102,0.46700936013503147,0.31246483555828347,0.22052580430668509,2023-04-27,148
2023-04-28,39616,0.45776958804523427,0.31426696284329564,0.22796344911147012,2023-04-28,149
2023-04-29,29160,0.47866941015089165,0.3040809327846365,0.21724965706447188,2023-04-29,150
2023-04-30,31357,0.4407628280766655,0.3237873521063877,0.23544981981694676,2023-04-30,151
