file,rows_total,rows_kept,rows_removed,missing_id_rows,invalid_json_rows
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-10.ndjson,891,891,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-11.ndjson,1535,1535,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-12.ndjson,681,681,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-13.ndjson,1869,1869,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-14.ndjson,1596,1596,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-15.ndjson,1343,1343,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-16.ndjson,1831,1831,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-17.ndjson,1712,1712,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-18.ndjson,1939,1939,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-19.ndjson,1113,1113,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-20.ndjson,1655,1655,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-21.ndjson,1689,1689,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-22.ndjson,900,900,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-23.ndjson,746,746,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-24.ndjson,1125,1125,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-25.ndjson,1447,1447,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-26.ndjson,632,632,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-27.ndjson,1179,1179,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-28.ndjson,999,999,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-29.ndjson,433,433,0,0,0
data/raw/political_forums/daily_chunks/PoliticalDiscussion/2023-04-30.ndjson,1385,1385,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-01.ndjson,5436,5436,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-02.ndjson,4681,4681,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-03.ndjson,3934,3934,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-04.ndjson,3356,3356,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-05.ndjson,1990,1990,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-06.ndjson,2632,2632,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-07.ndjson,3523,3523,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-08.ndjson,4678,4678,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-09.ndjson,4313,4313,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-10.ndjson,3712,3712,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-11.ndjson,5335,5335,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-12.ndjson,4453,4453,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-13.ndjson,5507,5507,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-14.ndjson,3848,3848,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-15.ndjson,4531,4531,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-16.ndjson,3436,3436,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-17.ndjson,5139,5139,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-18.ndjson,4036,4036,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-19.ndjson,3521,3521,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-20.ndjson,4326,4326,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-21.ndjson,2750,2750,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-22.ndjson,3123,3123,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-23.ndjson,4894,4894,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-24.ndjson,4373,4373,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-25.ndjson,4568,4568,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-26.ndjson,2768,2768,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-27.ndjson,3641,3641,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-28.ndjson,3361,3361,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-29.ndjson,4355,4355,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-11-30.ndjson,3974,3974,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-01.ndjson,5446,5446,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-02.ndjson,3735,3735,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-03.ndjson,3498,3498,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-04.ndjson,4132,4132,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-05.ndjson,4701,4701,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-06.ndjson,4860,4860,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-07.ndjson,4152,4152,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-08.ndjson,6212,6212,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-09.ndjson,5990,5990,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-10.ndjson,4642,4642,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-11.ndjson,4597,4597,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-12.ndjson,6032,6032,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-13.ndjson,5017,5017,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-14.ndjson,6298,6298,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-15.ndjson,6437,6437,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-16.ndjson,7093,7093,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-17.ndjson,6502,6502,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-18.ndjson,6352,6352,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-19.ndjson,7002,7002,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-20.ndjson,8089,8089,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-21.ndjson,6610,6610,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-22.ndjson,6401,6401,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-23.ndjson,9231,9231,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-24.ndjson,6654,6654,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-25.ndjson,5663,5663,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-26.ndjson,6925,6925,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-27.ndjson,6783,6783,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-28.ndjson,8126,8126,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-29.ndjson,8126,8126,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-30.ndjson,8718,8718,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2022-12-31.ndjson,7318,7318,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-01.ndjson,7653,7653,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-02.ndjson,7391,7391,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-03.ndjson,9532,9532,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-04.ndjson,8275,8275,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-05.ndjson,7165,7165,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-06.ndjson,6127,6127,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-07.ndjson,6592,6592,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-08.ndjson,7780,7780,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-09.ndjson,7363,7363,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-10.ndjson,7085,7085,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-11.ndjson,7398,7398,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-12.ndjson,8461,8461,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-13.ndjson,8496,8496,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-14.ndjson,6773,6773,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-15.ndjson,6557,6557,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-16.ndjson,7254,7254,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-17.ndjson,6546,6546,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-18.ndjson,7661,7661,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-19.ndjson,7503,7503,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-20.ndjson,6939,6939,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-21.ndjson,5631,5631,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-22.ndjson,6806,6806,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-23.ndjson,7450,7450,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-24.ndjson,7977,7977,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-25.ndjson,7327,7327,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-26.ndjson,7683,7683,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-27.ndjson,8097,8097,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-28.ndjson,7077,7077,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-29.ndjson,8056,8056,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-30.ndjson,10803,10803,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-01-31.ndjson,7332,7332,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-01.ndjson,7215,7215,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-02.ndjson,7032,7032,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-03.ndjson,6873,6873,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-04.ndjson,6008,6008,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-05.ndjson,6692,6692,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-06.ndjson,7309,7309,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-07.ndjson,7923,7923,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-08.ndjson,7355,7355,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-09.ndjson,6394,6394,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-10.ndjson,8298,8298,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-11.ndjson,7107,7107,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-12.ndjson,7093,7093,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-13.ndjson,7384,7384,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-14.ndjson,6768,6768,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-15.ndjson,6490,6490,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-16.ndjson,6390,6390,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-17.ndjson,6379,6379,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-18.ndjson,6357,6357,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-19.ndjson,5986,5986,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-20.ndjson,6021,6021,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-21.ndjson,6115,6115,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-22.ndjson,6824,6824,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-23.ndjson,7609,7609,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-24.ndjson,7178,7178,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-25.ndjson,6218,6218,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-26.ndjson,6495,6495,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-27.ndjson,7768,7768,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-02-28.ndjson,6290,6290,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-01.ndjson,5078,5078,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-02.ndjson,5595,5595,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-03.ndjson,3912,3912,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-04.ndjson,3758,3758,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-05.ndjson,5581,5581,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-06.ndjson,6880,6880,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-07.ndjson,8074,8074,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-08.ndjson,6600,6600,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-09.ndjson,6284,6284,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-10.ndjson,5166,5166,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-11.ndjson,4512,4512,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-12.ndjson,6355,6355,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-13.ndjson,6217,6217,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-14.ndjson,3941,3941,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-15.ndjson,4494,4494,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-16.ndjson,4674,4674,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-17.ndjson,3613,3613,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-18.ndjson,5182,5182,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-19.ndjson,5373,5373,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-20.ndjson,5211,5211,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-21.ndjson,6359,6359,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-22.ndjson,7000,7000,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-23.ndjson,4821,4821,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-24.ndjson,5934,5934,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-25.ndjson,4741,4741,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-26.ndjson,5091,5091,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-27.ndjson,5389,5389,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-28.ndjson,6138,6138,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-29.ndjson,5706,5706,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-30.ndjson,4765,4765,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-03-31.ndjson,4921,4921,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-01.ndjson,5991,5991,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-02.ndjson,7277,7277,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-03.ndjson,6877,6877,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-04.ndjson,6294,6294,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-05.ndjson,5522,5522,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-06.ndjson,5395,5395,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-07.ndjson,5781,5781,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-08.ndjson,5399,5399,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-09.ndjson,5837,5837,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-10.ndjson,5919,5919,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-11.ndjson,5287,5287,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-12.ndjson,3592,3592,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-13.ndjson,4246,4246,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-14.ndjson,4992,4992,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-15.ndjson,4013,4013,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-16.ndjson,7330,7330,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-17.ndjson,5089,5089,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-18.ndjson,5561,5561,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-19.ndjson,6019,6019,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-20.ndjson,5231,5231,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-21.ndjson,5347,5347,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-22.ndjson,3764,3764,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-23.ndjson,5494,5494,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-24.ndjson,4607,4607,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-25.ndjson,5035,5035,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-26.ndjson,4925,4925,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-27.ndjson,4775,4775,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-28.ndjson,5204,5204,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-29.ndjson,4900,4900,0,0,0
data/raw/political_forums/daily_chunks/TooAfraidToAsk/2023-04-30.ndjson,4305,4305,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-01.ndjson,551,551,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-02.ndjson,462,462,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-03.ndjson,209,209,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-04.ndjson,257,257,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-05.ndjson,387,387,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-06.ndjson,251,251,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-07.ndjson,504,504,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-08.ndjson,439,439,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-09.ndjson,549,549,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-10.ndjson,709,709,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-11.ndjson,548,548,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-12.ndjson,266,266,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-13.ndjson,741,741,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-14.ndjson,762,762,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-15.ndjson,529,529,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-16.ndjson,431,431,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-17.ndjson,275,275,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-18.ndjson,486,486,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-19.ndjson,269,269,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-20.ndjson,366,366,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-21.ndjson,550,550,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-22.ndjson,370,370,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-23.ndjson,410,410,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-24.ndjson,489,489,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-25.ndjson,407,407,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-26.ndjson,441,441,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-27.ndjson,408,408,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-28.ndjson,343,343,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-29.ndjson,321,321,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-11-30.ndjson,396,396,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-01.ndjson,429,429,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-02.ndjson,469,469,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-03.ndjson,568,568,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-04.ndjson,697,697,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-05.ndjson,767,767,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-06.ndjson,668,668,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-07.ndjson,382,382,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-08.ndjson,368,368,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-09.ndjson,291,291,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-10.ndjson,462,462,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-11.ndjson,339,339,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-12.ndjson,449,449,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-13.ndjson,463,463,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-14.ndjson,239,239,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-15.ndjson,324,324,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-16.ndjson,428,428,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-17.ndjson,579,579,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-18.ndjson,435,435,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-19.ndjson,461,461,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-20.ndjson,412,412,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-21.ndjson,619,619,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-22.ndjson,708,708,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-23.ndjson,350,350,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-24.ndjson,504,504,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-25.ndjson,303,303,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-26.ndjson,225,225,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-27.ndjson,498,498,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-28.ndjson,442,442,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-29.ndjson,904,904,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-30.ndjson,1001,1001,0,0,0
data/raw/political_forums/daily_chunks/answers/2022-12-31.ndjson,322,322,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-01.ndjson,359,359,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-02.ndjson,483,483,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-03.ndjson,437,437,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-04.ndjson,542,542,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-05.ndjson,509,509,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-06.ndjson,476,476,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-07.ndjson,426,426,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-08.ndjson,301,301,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-09.ndjson,418,418,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-10.ndjson,336,336,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-11.ndjson,225,225,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-12.ndjson,280,280,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-13.ndjson,443,443,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-14.ndjson,413,413,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-15.ndjson,404,404,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-16.ndjson,281,281,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-17.ndjson,298,298,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-18.ndjson,243,243,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-19.ndjson,300,300,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-20.ndjson,353,353,0,0,0
data/raw/political_forums/daily_chunks/answers/2023-01-21.ndjson,221,221,0,0,0
